CAND_ID,CAND_NAME,CAND_ICI,CAND_PTY_AFFILIATION,TTL_DISB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT
H2NC08227,CHARLES EVANS,C,DEM,87755.95,NC,7
H2NC09183,CHARLES GRAHAM,C,DEM,239731.24,NC,7
H2NC07096,DAVID CHESTON ROUZER,I,REP,1308427.75,NC,7
H0NC08254,PATRICIA TIMMONS-GOODSON,C,DEM,131676.06,NC,8
H8NC08109,SCOTT HUFFMAN,O,DEM,101456.21,NC,8
H0NC08163,TIMOTHY BRUCE D'ANNUNZIO,C,REP,0.0,NC,8
H0NC09187,JAMES DANIEL BISHOP,I,REP,704787.91,NC,8
H2NC08177,JOHN MATTHEW WHITLEY,C,REP,0.0,NC,8
H0NC09286,CYNTHIA WALLACE,C,DEM,19494.11,NC,9
H6NC09184,FERNANDO CHRISTIAN MR. JR CANO,C,DEM,3384.04,NC,9
H8NC09123,DANIEL MCCREADY,C,DEM,131660.73,NC,9
H0NC06209,JENNYFER BUCARDO,O,REP,8668.08,NC,9
H0NC09203,LEIGH BROWN,O,REP,1127.14,NC,9
H2NC08185,RICHARD L. JR. HUDSON,I,REP,1915482.68,NC,9
H2NC09134,ROBERT M THE HONORABLE PITTENGER,C,REP,5000.0,NC,9
H2NC12211,FRANCISCO RIOS,C,REP,52670.37,NC,9
H2NC13235,PAMELA GENANT,O,DEM,186204.91,NC,10
H2NC02188,RICHARD J SPEER,C,REP,29198.97,NC,10
H2NC10124,GARY THOMAS ROBINSON,C,REP,192907.87,NC,10
H4NC10047,PATRICK TIMOTHY MCHENRY,I,REP,3495354.89,NC,10
H2NC11155,JASMINE BEACH-FERRARA,C,DEM,2326321.84,NC,11
H2NC11171,KATIE DEAN,C,DEM,113131.33,NC,11
H2NC11189,JAN CAREY,O,DEM,65265.79,NC,11
H2NC11205,ERIC GASH,C,DEM,362703.8,NC,11
H2NC11262,BROOKER LOGAN SMITH,C,DEM,0.0,NC,11
H0NC11217,MATTHEW BURRIL,C,REP,500283.76,NC,11
H2NC11163,WENDY MARIE-LIMBAUGH NEVAREZ,C,REP,30050.0,NC,11
H2NC11221,BRUCE O CONNELL,C,REP,1205778.57,NC,11
H2NC11247,RODNEY HOMER HONEYCUTT,C,REP,61956.62,NC,11
H2NC14035,MICHELE V WOODHOUSE,C,REP,121837.36,NC,11
H2NC14050,CHUCK EDWARDS,C,REP,1486312.92,NC,11
H2NC11254,DAVID ADAM COATNEY,C,LIB,20056.88,NC,11
H2NC10116,MADELINE PARRA,C,DEM,58369.0,NC,12
H4NC12084,MALCOLM GRAHAM,C,DEM,0.0,NC,12
H4NC12100,ALMA SHEALEY ADAMS,I,DEM,760597.28,NC,12
H2NC12229,TYLER LEE,C,REP,210528.26,NC,12
H2NC12278,NALINI JOSEPH,C,REP,3897.21,NC,12
H2NC07138,DENTON LEE,C,DEM,15603.53,NC,13
H2NC11148,JOSHUA REMILLARD,C,DEM,422963.99,NC,13
H2NC14019,WILEY NICKEL,O,DEM,3735754.38,NC,13
H2NC14027,NATHAN CLICK,C,DEM,82441.6,NC,13
H0NC02059,RENEE JACISIN ELLMERS,O,REP,91164.91,NC,13
H2NC04168,DEVAN IV BARBOUR,O,REP,489077.89,NC,13
H2NC04200,KELLY DAUGHTRY,O,REP,3575112.25,NC,13
H2NC05157,ROBERT NICHOLAS HINES,O,REP,3281780.62,NC,13
H2NC07187,CHAD SLOTTA,C,REP,416532.0,NC,13
H2NC13193,KENT KEIRSEY,O,REP,948949.72,NC,13
H2NC13201,KAREN W BENTLEY,O,REP,127537.78,NC,13
H2NC13227,JOHN ANERALLA,O,REP,104262.09,NC,13
H2NC13268,JESSICA MOREL,O,REP,4132.5,NC,13
H6NC02122,KAY MRS. DALY,C,REP,0.0,NC,13
H6NC09176,GEORGE ROUCO,C,REP,0.0,NC,13
H6NC13129,THEODORE P. BUDD,I,REP,15555024.27,NC,13
H2NC09175,RAMIN MAMMADOV,O,DEM,41819.88,NC,14
H2NC14076,JEFF JACKSON,O,DEM,5627111.53,NC,14
H2NC14068,KEN MCKIM,O,REP,255939.19,NC,14
H2NC13243,PAT HARRIGAN,O,UNK,802180.5,NC,14
H2ND01014,MARK HAUGEN,C,DEM,23444.68,ND,0
H0ND01026,KEVIN MR. CRAMER,I,REP,381510.32,ND,0
H2ND00123,SHANE CHRISTOPHER GOETTLE,O,REP,0.0,ND,0
H2ND00131,KIM A KOPPELMAN,O,REP,0.0,ND,0
H8ND00096,KELLY ARMSTRONG,I,REP,2197417.29,ND,0
H2ND01022,CARA MUND,C,(I),157731.79,ND,0
H2NE01092,PATTY PANSING BROOKS,C,DEM,1757281.99,NE,1
H2NE01118,MIKE FLOOD,I,REP,2188179.07,NE,1
H4NE01064,JEFFREY L. HONORABLE FORTENBERRY,I,REP,1503382.43,NE,1
H2NE02124,ALISHA SHELTON,C,DEM,360381.22,NE,2
H2NE02132,ANTHONY 'TONY' VARGAS,C,DEM,3356537.29,NE,2
H2NE02157,STEPHEN MATTHEW MR KUEHL,C,REP,6532.7,NE,2
H6NE02125,DONALD J BACON,I,REP,3990000.64,NE,2
H6NE03115,ADRIAN SMITH,I,REP,1940797.87,NE,3
H8NH01186,MAURA CORBY SULLIVAN,O,DEM,2518.6,NH,1
H8NH01210,CHRIS PAPPAS,I,DEM,5264218.86,NH,1
H8NH01228,MARK S MACKENZIE,O,DEM,0.0,NH,1
H0NH01282,MATT MOWERS,C,REP,1796730.2,NH,1
H0NH02280,GILEAD R TOWNE,C,REP,10382.37,NH,1
H2NH01262,TIM BAXTER,C,REP,865289.82,NH,1
H2NH01270,KAROLINE LEAVITT,C,REP,3655864.85,NH,1
H2NH01296,MARK KILBANE,C,REP,0.0,NH,1
H2NH01304,RUSSELL PRESCOTT,C,REP,392404.8,NH,1
H0NH02181,ANN MCLANE KUSTER,I,DEM,5376445.11,NH,2
H0NH02017,CHARLES F. BASS,C,REP,0.0,NH,2
H2NH00025,ROBERT ANDREW MR. BURNS,C,REP,399327.75,NH,2
H2NH02245,JEFF COZZENS,C,REP,169553.86,NH,2
H2NH02260,LILY TANG WILLIAMS,C,REP,155407.81,NH,2
H2NH02294,GEORGE HANSEL,C,REP,447108.24,NH,2
H4NH02233,GARY LAMBERT,C,REP,0.0,NH,2
H2NJ01120,MARIO DESANTIS,C,DEM,8548.74,NJ,1
H4NJ01084,DONALD W NORCROSS,I,DEM,3536139.12,NJ,1
H2NJ01187,DAMON M GALDO,C,REP,1829.9,NJ,1
H4NJ01118,CLAIRE H. GUSTAFSON,C,REP,15544.0,NJ,1
H2NJ01138,CHARLES PARK,C,IND,1863.59,NJ,1
H2NJ01153,PATRICIA KLINE,C,IND,12688.64,NJ,1
H0NJ02171,AMY KENNEDY,C,DEM,106431.1,NJ,2
H2NJ02193,TIMOTHY C ALEXANDER,C,DEM,487473.71,NJ,2
H2NJ02201,HECTOR MR TAVAREZ,C,DEM,79581.98,NJ,2
H2NJ02219,CAROLYN RUSH,C,DEM,83550.84,NJ,2
H8NJ02257,NATHAN I KLEINMAN,O,DEM,0.0,NJ,2
H2NJ02037,FRANK A. LOBIONDO,I,REP,65246.75,NJ,2
H8NJ02166,JEFF MR VAN DREW,I,REP,2831986.87,NJ,2
H8NJ02182,BRIAN FITZHERBERT,C,REP,17684.33,NJ,2
H8NJ02216,HIRSH SINGH,O,REP,2504.79,NJ,2
H8NJ03206,ANDY KIM,I,DEM,7536464.94,NJ,3
H2NJ03241,SHAWN HYLAND,C,REP,62370.0,NJ,3
H2NJ03258,ROBERT JR HEALEY,C,REP,4652465.77,NJ,3
H2NJ03282,IAN SMITH,C,REP,173603.28,NJ,3
H2NJ03290,NICHOLAS JUDE FERRARA,C,REP,70189.7,NJ,3
H4NJ13022,H. J SAXTON,I,REP,0.0,NJ,3
H8NJ09088,STEVEN LONEGAN,O,REP,0.0,NJ,3
H2NJ03316,GREGORY SOBOCINSKI,C,NPA,9471.19,NJ,3
H0NJ04151,STEPHANIE SCHMID,C,DEM,18570.03,NJ,4
H2NJ04215,MATTHEW JENKINS,C,DEM,39233.34,NJ,4
H2NJ03233,TRICIA FLANAGAN,C,REP,10303.01,NJ,4
H2NJ04181,MICHAEL BLASI,C,REP,83595.46,NJ,4
H2NJ04199,DAVID LOREN BURG,C,REP,38291.0,NJ,4
H2NJ04207,MICHAEL CRISPI,C,REP,181869.46,NJ,4
H2NJ04223,STEVEN SCOTT MR. GRAY,C,REP,113978.53,NJ,4
H8NJ04014,CHRISTOPHER H SMITH,I,REP,1409288.38,NJ,4
H2NJ04231,JASON CULLEN CULLEN,C,LIB,659.43,NJ,4
H4NJ05135,ROY CHO,C,DEM,2100.0,NJ,5
H6NJ05171,JOSH GOTTHEIMER,I,DEM,3859312.41,NJ,5
H0NJ05174,FRANK PALLOTTA,C,REP,1003525.98,NJ,5
H2NJ05303,NICHOLAS A. MR. D'AGOSTINO,C,REP,13859.24,NJ,5
H2NJ05311,NICHOLAS DE GREGORIO,C,REP,924761.41,NJ,5
H2NJ05329,FRED SCHNEIDERMAN,C,REP,279667.33,NJ,5
H8NJ05110,STEVEN LONEGAN,C,REP,0.0,NJ,5
H8NJ05136,JOHN JOSEPH MR. JR. MCCANN,C,REP,4317.43,NJ,5
H2NJ05345,TREVOR JAMES MR. FERRIGNO,C,IND,2117.42,NJ,5
H0NJ05240,LOUIS VELLUCCI,C,OTH,6800.55,NJ,5
H0NJ06214,JOHN HSU,C,DEM,550.0,NJ,6
H8NJ03073,FRANK JR PALLONE,I,DEM,3795592.65,NJ,6
H2NJ06228,SUSAN M KILEY,C,REP,399477.05,NJ,6
H2NJ07192,RIK MEHTA,C,REP,182733.76,NJ,6
H2NJ11160,THOMAS AUGUSTINE MR. TOOMEY,C,REP,124656.95,NJ,6
H6NJ06229,BRENT J SONNEK-SCHMELZ,C,REP,0.0,NJ,6
H4NJ07099,JANICE KOVACH,C,DEM,724.0,NJ,7
H8NJ07181,SCOTT SALMON,C,DEM,1437.5,NJ,7
H8NJ07215,GOUTAM UMESH MR. JOIS,C,DEM,0.0,NJ,7
H8NJ07223,TOM MALINOWSKI,I,DEM,9012861.0,NJ,7
H0NJ07261,THOMAS H. JR. KEAN,C,REP,4476338.05,NJ,7
H0NJ11024,ROBERT G. TRUGMAN,C,REP,22305.01,NJ,7
H2NJ07200,JOHN HENRY ISEMANN,C,REP,128309.89,NJ,7
H2NJ07218,ERIK PETERSON,C,REP,68595.31,NJ,7
H2NJ07226,KEVIN BRENDAN MR. DORLON,C,REP,32649.67,NJ,7
H2NJ07242,JOHN P FLORA,C,REP,46909.93,NJ,7
H2NJ11202,PHIL RIZZO,C,REP,261958.34,NJ,7
H6NJ07177,CRAIG P. HEARD,C,REP,0.0,NJ,7
H6NJ12136,LEONARD LANCE,I,REP,23138.73,NJ,7
H2NJ07267,VERONICA FERNANDEZ,C,IND,4089.97,NJ,7
H8NJ07132,MICHAEL PAUL HSING,O,IND,700.0,NJ,7
H2NJ08232,ROBERT J. MENENDEZ,O,DEM,1397774.05,NJ,8
H2NJ08240,DAVID OCAMPO GRAJALES,O,DEM,41191.7,NJ,8
H2NJ08257,RICARDO LUIS ROJAS,O,DEM,6753.08,NJ,8
H2NJ08265,BRIAN VARELA,O,DEM,631298.35,NJ,8
H6NJ13191,ALBIO SIRES,I,DEM,344612.51,NJ,8
H4NJ09095,MICHAEL WILDES,C,DEM,3484.0,NJ,9
H6NJ08118,WILLIAM J. HON. JR. PASCRELL,I,DEM,1620568.42,NJ,9
H0NJ09200,WILLIAM SREBOE PREMPEH,C,REP,293023.19,NJ,9
H2NJ11152,PATRICK JAMES MR. III QUINN,C,REP,3050.0,NJ,9
H4NJ09137,VINCENT MR MICCO,,REP,870.19,NJ,9
H0NJ10208,EUGENE D. MAZO,C,DEM,1931.0,NJ,10
H2NJ10154,DONALD M. JR PAYNE,I,DEM,1508721.53,NJ,10
H2NJ10204,IMANI RAINE OAKLEY,C,DEM,462671.84,NJ,10
H8NJ11142,MIKIE SHERRILL,I,DEM,8842064.86,NJ,11
H8NJ11167,JOHN BARTLETT,O,DEM,0.0,NJ,11
H0NJ07279,ROSEMARY BECCHI,C,REP,2812.7,NJ,11
H2NJ05014,RODNEY P. FRELINGHUYSEN,I,REP,132687.77,NJ,11
H2NJ11137,HILLERY BROTSCHOL,C,REP,13509.09,NJ,11
H2NJ11145,ROBERT D. KOVIC,C,REP,33258.61,NJ,11
H2NJ11178,TAYFUN SELEN,C,REP,251540.87,NJ,11
H2NJ11186,PAUL DEGROOT,C,REP,679374.25,NJ,11
H2NJ11194,LAWRENCE A CASHA,C,REP,117645.67,NJ,11
H2NJ11210,LARRY FRISCIA,C,REP,31298.0,NJ,11
H2NJ11228,TOBY ANDERSON,C,REP,155195.99,NJ,11
H8NJ11217,JAY WEBBER,O,REP,6315.18,NJ,11
H8NJ11241,PETER DE NEUFVILLE,O,REP,4126.65,NJ,11
H4NJ12131,LINDA GREENSTEIN,O,DEM,0.0,NJ,12
H4NJ12149,BONNIE WATSON COLEMAN,I,DEM,968975.44,NJ,12
H2NJ12127,DARIUS MAYFIELD,C,REP,260131.98,NJ,12
H2NM01144,MELANIE STANSBURY,C,DEM,3610145.06,NM,1
H2NM01219,GEORGENE LOUIS,C,DEM,101110.95,NM,1
H8NM01224,MARTIN HEINRICH,C,DEM,1151959.55,NM,1
H8NM01299,ROBERT L PIDCOCK,O,DEM,0.0,NM,1
H8NM01331,DEBRA HAALAND,I,DEM,151818.8,NM,1
H8NM01430,PAUL MOYA,O,DEM,0.0,NM,1
H0NM01189,MICHELLE GARCIA HOLMES,C,REP,401736.8,NM,1
H2NM01235,EDDY ARAGON,O,REP,16146.73,NM,1
H2NM01367,LOUIE SANCHEZ,C,REP,174207.11,NM,1
H2NM02191,GABRIEL VASQUEZ,C,DEM,3664921.26,NM,2
H2NM02217,DARSHAN DR. PATEL,C,DEM,65668.66,NM,2
H8NM02248,XOCHITL TORRES SMALL,I,DEM,44346.23,NM,2
H0NM02229,CLAIRE CHASE,C,REP,0.0,NM,2
H8NM02156,STELLA YVETTE HERRELL,I,REP,4378712.91,NM,2
H0NM03102,TERESA LEGER FERNANDEZ,I,DEM,3257592.84,NM,3
H0NM03185,JOHN BLAIR,O,DEM,0.0,NM,3
H8NM03196,BEN R MR. LUJAN,I,DEM,781318.06,NM,3
H0NM03037,ADAM CHARLES KOKESH,C,REP,318.77,NM,3
H0NM03045,THOMAS E MULLINS,C,REP,0.0,NM,3
H2NM03173,ALEXIS MARTINEZ JOHNSON,C,REP,301184.5,NM,3
H2NV01264,AMY VILELA,C,DEM,590025.55,NV,1
H6NV01232,REUBEN D'SILVA,C,DEM,0.0,NV,1
H8NV03036,DINA TITUS,I,DEM,3548023.72,NV,1
H0NV01219,CITLALY LARIOS-ELIAS,C,REP,300.0,NV,1
H2NV01280,MORGUN SHOLTY,C,REP,116628.36,NV,1
H2NV01298,DAVID BROG,C,REP,442591.36,NV,1
H2NV01306,CYNTHIA DIANNE STEEL,C,REP,5490.25,NV,1
H2NV01314,JESSIE MR TURNER,C,REP,0.0,NV,1
H2NV03153,MARK ROBERTSON,C,REP,1168642.84,NV,1
H2NV04094,CAROLINA SERRANO,C,REP,626288.94,NV,1
H8NV04059,CRESENT HARDY,C,REP,11850.06,NV,1
H2NV02502,TIMOTHY R. HANIFAN,C,DEM,9666.68,NV,2
H2NV02528,MICHAEL LEO MR DOUCETTE,C,DEM,4174.16,NV,2
H2NV02536,JOSEPH EDWARD AFZAL,C,DEM,512.33,NV,2
H2NV02551,E M KRAUSE,C,DEM,52183.16,NV,2
H2NV02395,MARK EUGENE AMODEI,I,REP,1264414.97,NV,2
H2NV02544,DANNY TARKANIAN,C,REP,752150.94,NV,2
H6NV03139,JACKY ROSEN,I,DEM,2975654.3,NV,3
H6NV03147,ALEX CHANNING SINGER,O,DEM,0.0,NV,3
H6NV04020,SUSIE LEE,I,DEM,6328742.98,NV,3
H0NV03132,DAN RODIMER,C,REP,16291.63,NV,3
H2NV03161,APRIL BECKER,C,REP,2448390.9,NV,3
H2NV03187,NOAH MALGERI,C,REP,310678.56,NV,3
H2NV03195,JOHN KOVACS,C,REP,355892.6,NV,3
H2NV03203,CLARK BOSSERT,C,REP,45309.8,NV,3
H2NV03245,ALBERT GOLDBERG,C,REP,5565.02,NV,3
H2NV04045,DANNY TARKANIAN,,REP,0.0,NV,3
H4NV01153,ANNETTE TEIJEIRO,O,REP,120.0,NV,3
H6NV03097,ANNETTE TEIJEIRO,O,REP,120.0,NV,3
H2NV00050,RUBEN KIHUEN,I,DEM,9358.74,NV,4
H2NV04011,STEVEN ALEXZANDER HORSFORD,I,DEM,5389863.42,NV,4
H0NV04023,SAMUEL JAMES MR PETERS,C,REP,1930637.8,NV,4
H0NV04064,LEO BLUNDO,C,REP,0.0,NV,4
H2NV04102,JESSIE VARGAS,C,REP,104130.0,NV,4
H2NV04110,CHANCE BONAVENTURA,C,REP,9742.72,NV,4
H2NV04128,ANNIE BLACK,C,REP,365939.46,NV,4
H0NY01186,NANCY GOROFF,C,DEM,12375.65,NY,1
H0NY01202,BRIDGET FLEMING,C,DEM,2679869.96,NY,1
H2NY01109,JOHN ROGERS IV ATKINSON,O,DEM,6530.47,NY,1
H2NY01117,KARA HAHN,O,DEM,645117.5,NY,1
H2NY01141,NICHOLAS ANTONUCCI,O,DEM,15305.72,NY,1
H2NY01174,ANTHONY M FIGLIOLA,O,REP,68618.53,NY,1
H2NY01190,LALOTA NICK,O,REP,1474150.46,NY,1
H2NY01257,MICHELLE BOND,O,REP,1535535.49,NY,1
H2NY01265,CELINA MRS. WILSON,O,REP,5364.0,NY,1
H2NY02149,CAIT CORRIGAN,C,REP,56506.68,NY,1
H8NY01148,LEE MICHAEL ZELDIN,I,REP,939677.13,NY,1
H6NY01118,DAVID L CALONE,C,OTH,171883.38,NY,1
H0NY02192,JACQUELINE GORDON,C,DEM,1737968.22,NY,2
H0NY02234,ANDREW GARBARINO,I,REP,3385888.91,NY,2
H0NY02267,MIKE LIPETRI,O,REP,1136.92,NY,2
H2NY01158,ROBERT MICHAEL CPT CORNICELLI,O,REP,289383.69,NY,2
H2NY02131,MICHAEL RAKEBRANDT,C,REP,15095.42,NY,2
H2NY03089,PETE KING,I,REP,271154.12,NY,2
H0NY02309,HARRY R MR. BURGER,O,GRE,574.11,NY,2
H0NY03075,MELANIE D'ARRIGO,O,DEM,418736.97,NY,3
H2NY03154,REEMA RASOOL,O,DEM,98763.77,NY,3
H2NY03162,JOSHUA LAFAZAN,O,DEM,1996727.13,NY,3
H2NY03170,JON KAIMAN,O,DEM,751577.94,NY,3
H2NY03188,ROBERT ZIMMERMAN,O,DEM,3171033.4,NY,3
H6NY03247,THOMAS SUOZZI,I,DEM,3841594.32,NY,3
H0NY02176,STEPHEN A LABATE,C,REP,0.0,NY,3
H0NY03083,GEORGE ANTHONY DEVOLDER-SANTOS,O,REP,3094046.15,NY,3
H2NY03139,KEVIN SURDI,O,REP,30050.02,NY,3
H8NY03177,JOSHUA A SAUBERMAN,C,IND,0.0,NY,3
H2NY02115,MD MUZIBUL DR MD HUQ,C,DEM,64605.55,NY,4
H2NY04178,SIELA BYNOE,C,DEM,85278.0,NY,4
H2NY04186,KEVIN BRYAN SHAKIL,C,DEM,70735.8,NY,4
H2NY04236,CARRIÉ SOLAGES,C,DEM,217038.0,NY,4
H2NY04244,LAURA GILLEN,C,DEM,1822130.79,NY,4
H2NY04269,KEITH CORBETT,C,DEM,416913.67,NY,4
H4NY04075,KATHLEEN RICE,I,DEM,721918.89,NY,4
H0NY04057,FRANK MR. SCATURRO,O,REP,20.17,NY,4
H0NY04123,STEVE RAISER,C,REP,1000.0,NY,4
H2NY04160,WILLIAM STANIFORD,C,REP,272336.77,NY,4
H2NY04277,ANTHONY P DESPOSITO,C,REP,1303519.59,NY,4
H2NY05142,FRANK J LOZADA,C,DEM,10693.37,NY,5
H6NY05051,JAMES JR SANDERS,C,DEM,0.0,NY,5
H8NY05123,MIZANUR CHOUDHURY,C,DEM,0.0,NY,5
H8NY06048,GREGORY W. MEEKS,I,DEM,1757603.75,NY,5
H2NY05126,PAUL KING,C,REP,125624.41,NY,5
H2NY06116,GRACE MENG,I,DEM,1302936.88,NY,6
H0NY06086,THOMAS ZMICH,C,REP,4102.02,NY,6
H2NY06173,JESUS GONZALEZ,C,REP,0.0,NY,6
H2NY09102,RORY LANCMAN,C,WFP,639.0,NY,6
H2NY00010,NYDIA M. VELAZQUEZ,I,DEM,610485.75,NY,7
H2NY10092,HAKEEM JEFFRIES,I,DEM,5966556.83,NY,8
H2NY08187,YURI MR DASHEVSKY,C,REP,4962.35,NY,8
H2NY08179,BRIAN MATTHEW MANNIX,C,IND,10877.58,NY,8
H2NY09086,DAVID I WEPRIN,O,DEM,1300.0,NY,9
H4NY11138,YVETTE  D. CLARKE,I,DEM,805877.24,NY,9
H8NY09158,ADEM BUNKEDDEKO,C,DEM,8496.18,NY,9
H0NY10070,LINDSEY BOYLAN,C,DEM,99531.61,NY,10
H0NY10138,ROBERT MARK (BOB) WYMAN,C,DEM,0.0,NY,10
H0NY17174,MONDAIRE JONES,I,DEM,4422718.0,NY,10
H2NY10142,BRIAN JEFFREY ROBINSON,C,DEM,184524.83,NY,10
H2NY10159,MAUD MARON,C,DEM,109172.43,NY,10
H2NY10183,ELIZABETH KIM,C,DEM,167055.21,NY,10
H2NY10233,BRAD HOYLMAN,C,DEM,0.0,NY,10
H2NY10241,YUH-LINE NIOU,C,DEM,602838.29,NY,10
H2NY10266,JO ANNE SIMON,C,DEM,514423.18,NY,10
H2NY10274,JIMMY JIANG LI,C,DEM,101721.0,NY,10
H2NY10282,BILL DE BLASIO,C,DEM,396457.06,NY,10
H2NY10308,DANIEL GOLDMAN,C,DEM,7105514.39,NY,10
H2NY10316,ELIZABETH HOLTZMAN,C,DEM,340676.0,NY,10
H2NY10324,CARLINA RIVERA,C,DEM,921183.62,NY,10
H6NY10127,MIKHAIL OLIVER ROSENBERG,C,DEM,0.0,NY,10
H2NY10134,BENINE HAMDAN,C,REP,24982.86,NY,10
H0NY10088,JEANNE NIGRO,C,IND,1795.13,NY,10
H2NY11124,BRITTANY RAMOS DEBARROS,C,DEM,732822.19,NY,11
H2NY11140,MAX ROSE,C,DEM,4091798.14,NY,11
H2NY11165,KOMI L.T. DR. AGODA-KOUSSEMA,C,DEM,145423.27,NY,11
H8NY11097,ALFRED MICHAEL DECILLIS,C,DEM,33535.99,NY,11
H8NY11139,RADHAKRISHNA MOHAN,C,DEM,0.0,NY,11
H0NY11078,NICOLE MALLIOTAKIS,I,REP,4614769.99,NY,11
H0NY11086,JOSEPH PETER SALADINO,C,REP,0.0,NY,11
H0NY13074,MICHAEL GRIMM,C,REP,905.0,NY,11
H2NY11157,JOHN MATLAND,C,REP,47772.3,NY,11
H2NY10126,ASHMI SHETH,C,DEM,247815.53,NY,12
H2NY12197,RANA ABDELHAMID,C,DEM,932349.81,NY,12
H2NY12205,MAYA CONTRERAS,C,DEM,93636.45,NY,12
H2NY14037,CAROLYN B. MALONEY,I,DEM,4950271.36,NY,12
H2NY17071,JERROLD L. NADLER,I,DEM,2819325.34,NY,12
H8NY12129,SURAJ PATEL,C,DEM,1765599.44,NY,12
H2NY12221,MICHAEL K MR. ZUMBLUSKAS,C,REP,16055.95,NY,12
H2NY12239,MIKHAIL ITKIS,C,IND,91554.23,NY,12
H2NY13096,ADRIANO ESPAILLAT,I,DEM,1314056.53,NY,13
H2NY13120,LINDSEY DEMART WILLIAMS,C,DEM,26524.34,NY,13
H6NY13105,KEITH L T WRIGHT,O,DEM,0.0,NY,13
H0NY14346,MICHELLE CARUSO-CABRERA,C,DEM,131329.01,NY,14
H8NY15148,ALEXANDRIA OCASIO-CORTEZ,I,DEM,11344694.85,NY,14
H0NY14270,SCHERIE MURRAY,C,REP,20267.74,NY,14
H0NY14296,JOHN C. CUMMINGS,C,REP,202575.96,NY,14
H2NY14094,DESI CUELLAR,C,REP,271604.98,NY,14
H2NY14128,TINA FORTE,C,REP,1535444.53,NY,14
H2NY14144,MIGUEL MR. HERNANDEZ,C,REP,0.0,NY,14
H6NY14244,FRANK SPOTORNO,C,REP,0.0,NY,14
H2NY14151,PURA DE JESUS-CONIGLIO,C,IND,39060.31,NY,14
H2NY14102,JONATHAN MR. HOWE,C,LIB,2609.06,NY,14
H0NY15160,RITCHIE JOHN TORRES,I,DEM,944741.4,NY,15
H0NY15111,MICHEL FAULKNER,C,REP,0.0,NY,15
H0NY16135,ANDOM A. GHEBREGHIORGIS,C,DEM,0.0,NY,16
H0NY16143,JAMAAL BOWMAN,I,DEM,1933450.44,NY,16
H0NY17281,CATHERINE F PARKER,C,DEM,403766.26,NY,16
H2NY16073,MANUEL IGNACIO CASANOVA DOMINGUEZ,C,DEM,69270.3,NY,16
H2NY16081,VEDAT GASHI,C,DEM,988995.63,NY,16
H2NY16107,MARK JAFFE,C,DEM,54659.84,NY,16
H2NY16099,WILLIAM FAULKNER,C,REP,237885.69,NY,16
H2NY16115,MIRIAM FLISSER,C,REP,1516.66,NY,16
H0NY17224,DAVID CARLUCCI,O,DEM,3438.84,NY,17
H2NY03196,ALESSANDRA BIAGGI,C,DEM,903666.93,NY,17
H2NY22139,SEAN PATRICK MALONEY,I,DEM,6827722.28,NY,17
H8NY20056,NITA M LOWEY,I,DEM,201303.63,NY,17
H0NY17315,MAUREEN B MRS MCARDLE SCHULMAN,O,REP,939.48,NY,17
H2NY17154,JACK SCHREPEL,C,REP,12554.35,NY,17
H2NY17162,MICHAEL VINCENT LAWLER,C,REP,1514858.94,NY,17
H2NY17188,CHARLES J. FALCIGLIA,C,REP,6158.54,NY,17
H0NY17208,JOSH EISEN,O,IND,0.0,NY,17
H2NY18111,AISHA MILLS,C,DEM,55259.01,NY,18
H8NY19223,PATRICK RYAN,C,DEM,4752653.01,NY,18
H2NY18087,COLIN J SCHMITT,C,REP,2060312.62,NY,18
H6NY18179,DAN CASTRICONE,C,REP,0.0,NY,18
H4NY18109,SCOTT A SMITH,C,UNK,863.9,NY,18
H2NY19135,JAMIE CHENEY,C,DEM,760394.75,NY,19
H8NY19181,ANTONIO DELGADO,I,DEM,6909193.54,NY,19
H8NY22177,JOSH RILEY,C,DEM,4177164.41,NY,19
H2NY19127,MARCUS J. MOLINARO,C,REP,2429587.14,NY,19
H6NY19193,ANDREW HEANEY,O,REP,180.0,NY,19
H6NY19227,BOB BISHOP,O,REP,0.0,NY,19
H0NY20079,SCOTT M MURPHY,I,DEM,200.0,NY,20
H2NY20117,JUSTIN RAPHAEL MR CHAIRES,C,DEM,11871.23,NY,20
H2NY20125,ROSTISLAV RAR,C,DEM,17262.83,NY,20
H2NY20133,JACK FALLON-UNDERWOOD,C,DEM,3483.02,NY,20
H8NY20080,PAUL J FEINER,C,DEM,99.1,NY,20
H8NY21203,PAUL DAVID TONKO,I,DEM,1863434.65,NY,20
H0NY20111,ELIZABETH L JOY,C,REP,1180184.37,NY,20
H2NY21115,PATRICK F NELSON,C,DEM,0.0,NY,21
H2NY21131,EZRA WATSON,C,DEM,3534.45,NY,21
H2NY21149,MATTHEW PUTORTI,C,DEM,936552.39,NY,21
H2NY21156,BRIDIE FARRELL,C,DEM,277764.72,NY,21
H2NY21164,MATT CASTELLI,C,DEM,2424510.88,NY,21
H2NY24127,STEVEN WESLEY SR. HOLDEN,C,DEM,129874.07,NY,21
H2NY21123,LONNY KOONS,C,REP,6986.15,NY,21
H4NY21079,ELISE M. STEFANIK,I,REP,10556732.68,NY,21
H0NY24063,FRANCIS CONOLE,C,DEM,3046247.6,NY,22
H2NY22188,MIKAYLA RIDLEY,C,DEM,8797.44,NY,22
